TRABALHO-TECNICO_Id,SEQUENCIA-PRODUCAO,PRODUCAO-TECNICA_Id
0,"90",0
1,"91",0
2,"92",0
3,"93",0
4,"94",0
5,"95",0
6,"96",0
7,"205",0
8,"364",0
9,"366",0
10,"367",0
11,"368",0
12,"369",0
13,"370",0
14,"371",0
15,"372",0
16,"365",0
