CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"NACIONAL","ENCIT/LATCYM CONGRESSO BRASILEIRO DE ENGENHARIA E CIENCIAS TERMICAS","Florianopolis","1996","","","","","501","511","","","","",0
"INTERNACIONAL","AIMETA JOINT CONFERENCE OF ITALIAN GROUP OF COMPUTATIONAL MECHANICS AND CILAMCE","Veneza","1996","Aimeta Joint Conference of Italian Group of Computacional Mechanics and CILAMCE","","","","325","328","","","VENEZA, ITALIA","",1
"NAO_INFORMADO","THIRD INTERNATIONAL CONFERENCE ON COMPUTATIONAL STRUCTURES TECHNOLOGY","Budapest","1996","Advances in Computacional Structures Technology","","","","515","156","09487494","CIVIL-COMP PRESS","BUDAPEST, HUNGRIA","",2
"NACIONAL","XVIII CONGRESSO NACIONAL DE MATEMATICA APLICADA E COMPUTACIONAL","Curitiba","1995","","2","","","584","588","","","","",3
"NAO_INFORMADO","I WORKSHOP SOBRE CARACTERIZACAO E ENGENHARIA DE RESERVATORIOS","Campinas","1995","","","","","66","67","","","","",4
"INTERNACIONAL","XVI CILAMCE","Curitiba","1995","","2","","","1482","1490","","","","",5
"INTERNACIONAL","FOURTH PAN AMERICAN CONGRESS OF APPLIED MECHANICS","Buenos Aires","1995","","","","","301","305","","","","",6
"INTERNACIONAL","XV CONGRESSO IBER0-LATINO-AMERICANO SOBRE METODOS COMPUTACIONAIS PARA ENGENHARIA","Belo Horizonte","1994","XV CONGRESSO IBERO-LATINO-AMERICANO SOBR METODOS COMPUTACIONAIS PARA ENGENHARIA","","","","1616","","","","","",7
"INTERNACIONAL","XV CONGRESSO IBERO-LATINO-AMERICANO SOBRE MET. COMPUTACIONAIS PARA EN-GENHARIA","Belo Horizonte","1994","","","","","804","813","","","","",8
"INTERNACIONAL","SECOND INTERNATIONAL CONFERENCE ON COMPUTATIONAL STRUCTURES TECHNOLOGY","Atenas","1994","Aritificial Intelligence and Object Oriented Approaches for Structural Engineering","","","","147","152","0948749296","Civil Comp Press","Edinburgh","",9
"INTERNACIONAL","OBJECT ORIENTED NUMERICS CONFERENCE (OONSKI 93)","Sunriver - Oregon","1993","Proceedings of the First Annual Object Oriented Numerics Conference","","","","183","203","","","","",10
"INTERNACIONAL","INTERNATIONAL CONGRESS ON NUMERICAL METHODS IN ENGINEERING AND APPLIEDSCIENCES.","concepcion","1992","Métodos Numéricos en Ingeniería y Ciencias Aplicadas","2","","","137","143","8487867162","CIMNE","Barcelona","",11
"INTERNACIONAL","FIRST EUROPEAN CONFERENCE ON NUMERICAL METHODS IN ENGINNERING","Bruxelas","1992","Numerical Methods in Engineering 92","","","","43","48","0444897941","Elsevier Science Publishers","Amsterdam","",12
