ENSINO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,TIPO-ENSINO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,NOME-CURSO-INGLES,ATIVIDADES-DE-ENSINO_Id
0,"2","ATUAL","GRADUACAO","8","1992","","","","","90000006","Engenharia Civil","",0
1,"3","ATUAL","POS-GRADUACAO","8","1992","","","","","33070415","Engenharia Civil","Civil Engineering",0
2,"4","ATUAL","POS-GRADUACAO","8","1992","","","","","33070040","Matemática Aplicada","Mathematics",0
3,"2","ANTERIOR","POS-GRADUACAO","9","1981","8","1982","","","90000004","Matemática","",1
4,"1","ANTERIOR","GRADUACAO","09","1982","8","1987","","","90000005","Engineering Mechanics","",2
