SEQUENCIA-ESPECIFICACAO,DISCIPLINA_Text,ENSINO_Id
"1","Estática das Estruturas 1",0
"2","Estática das Estruturas 2",0
"1","Mecânica das Estruturas 1",1
"2","Mecânica das Estruturas 2",1
"3","Álgebra Computacional",1
"4","Mecânica dos meios contínuos",1
"5","Introdução ao Método de Elementos Finitos",1
"1","Introdução ao Método de Elementos Finitos",2
"1","Oefeningen van gewone differentiaal vergelijkingen",3
"1","ENSINO DE ESTATICA AO NIVEL DE GRADUACAO",4
