SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADE-DE-EXTENSAO-REALIZADA,ATIVIDADES-DE-EXTENSAO-UNIVERSITARIA_Id
"5","ATUAL","8","1992","","","007913000008","Faculdade de Engenharia Civil, Arquitetura e Urbanismo","007913001004","Departamento de Construção Civil","Introdução a linguagem de programação C++",0
