NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SEMINARIO_Id
"Seminário","Participação no XXVIII Seminário Brasileiro de Análise.","1988","Brasil","Português","NAO_INFORMADO","","NAO","","","","","NAO",0
"Seminário","Participação no Seminário de Engenharia de Petróleo","1995","Brasil","Português","NAO_INFORMADO","","NAO","","","","","NAO",1
"Seminário","On the development of high order HDiv finite element approximation spaces including pyramid elements","2016","Brasil","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","On the development of high order HDiv finite element approximation spaces including pyramid elements","NAO",2
