PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"145",0
1,"161",0
2,"162",0
3,"166",0
4,"168",0
5,"170",0
6,"175",0
7,"177",0
8,"178",0
9,"215",0
10,"218",0
11,"227",0
12,"229",0
13,"253",0
14,"254",0
15,"256",0
