NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,ORIENTACOES-CONCLUIDAS-PARA-MESTRADO_Id
"Dissertação de mestrado","ACADEMICO","Evolução Dirigida da Epóxido Hidrolase de R. glutinis","2010","Brasil","Português","","NAO","","",0
"Dissertação de mestrado","ACADEMICO","Expressão e Caracterização de epóxido hidrolases putativas de Streptomyces wadayamensis","2013","Brasil","Português","","NAO","","",1
"Dissertação de mestrado","ACADEMICO","Estudos sobre um tiopeptídeo-lantipeptídeo ggenoma codificado de Streptomyces sp B1","2015","Brasil","Português","","NAO","","",2
"Dissertação de mestrado","ACADEMICO","Mapeamento do Potencial Biossintético de Streptomyces: Comparação com o Modelo Streptomyces coelicolor","2009","Brasil","Português","","NAO","","",3
