NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",0
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",1
"CIENCIAS_BIOLOGICAS","Genética","Genética Molecular e de Microorganismos","",2
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Biotecnologia",3
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",4
"CIENCIAS_BIOLOGICAS","Genética","Mutagenese","",5
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biologia Química","",6
"CIENCIAS_BIOLOGICAS","Genética","Genética Molecular e de Microorganismos","",7
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",8
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",9
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",11
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",12
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",13
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",14
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",15
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",18
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",19
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",20
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",21
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",24
"CIENCIAS_BIOLOGICAS","Genética","Mutagenese","",29
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",30
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",31
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",32
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",33
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",35
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",38
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",39
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",40
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",41
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",44
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",45
"CIENCIAS_BIOLOGICAS","Microbiologia","Microbiologia Aplicada","Microbiologia Industrial e de Fermentação",46
"CIENCIAS_BIOLOGICAS","Bioquímica","Biologia Molecular","",47
"CIENCIAS_BIOLOGICAS","Bioquímica","Biologia Molecular","",50
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",54
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",55
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",59
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",61
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",64
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Analítica","Instrumentação Analítica",65
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",68
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",69
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",70
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biocatálise","",71
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",79
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",82
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",83
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",84
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",85
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",87
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",88
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",89
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",92
