NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-INICIACAO-CIENTIFICA_Id
"Iniciação Científica","Estudos sobre a produção de candicidina em Streptomyces wadayamensis","2016","Brasil","Português","","","",0
