NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-DOUTORADO_Id
"Tese de doutorado","Estudos do transcriptoma biossintético da linhagem Streptomyces sp. CBMAI 2043 (ant. Streptomyces wadayamensis A23)","2017","Brasil","Português","","","",0
"Tese de doutorado","Obtenção de alcaloides peptídicos via combinações multi-modulares","2015","Brasil","Português","","","",1
"Tese de doutorado","Identificação de uma t1PKS-transAT PKS-NRPS em Streptomyces sp via Genome Mining","2013","Brasil","Português","","","",2
"Tese de doutorado","Estudos sobre a biossíntese de peptídeos ribossomais e não-ribossomais em Streptomyces sp B1","2017","Brasil","Português","","","",3
