TIPO,NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,ORGANIZACAO-DE-EVENTO_Id
"OUTRO","ORGANIZACAO","Técnicas Microbiológicas: Ferramenta na condução de ensaios para obtenção de biocompostos de interesse industrial","2009","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",0
"CONGRESSO","ORGANIZACAO","XXXI ANNUAL MEETING ON EVOLUTION, SYSTEMATICS AND MICROMOLECULAR ECOLOGY (RESEM) / 5th BRAZILIAN CONFERENCE ON NATURAL PRODUCTS (BCNP)","2015","Brasil","Inglês","MEIO_DIGITAL","","NAO","","","SIM",1
"CONGRESSO","ORGANIZACAO","5th Brazilian Conference on Natural Products/XXXI RESEM","2015","Brasil","Inglês","VARIOS","","NAO","","","NAO",2
