APRESENTACAO-DE-TRABALHO_Id,SEQUENCIA-PRODUCAO,DEMAIS-TIPOS-DE-PRODUCAO-TECNICA_Id
0,"49",0
1,"50",0
2,"75",0
3,"77",0
4,"78",0
5,"95",0
6,"96",0
7,"108",0
8,"113",0
9,"114",0
10,"129",0
11,"131",0
12,"134",0
13,"136",0
14,"148",0
15,"149",0
16,"150",0
17,"171",0
18,"172",0
19,"185",0
20,"191",0
21,"198",0
22,"199",0
23,"200",0
24,"202",0
25,"48",0
