NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",0
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",1
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Biotecnologia",2
"CIENCIAS_BIOLOGICAS","Bioquímica","Bioquímica dos Microorganismos","",3
"CIENCIAS_BIOLOGICAS","Genética","Mutagenese","",4
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Biotecnologia",5
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",6
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Biotecnologia",7
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",8
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",9
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",11
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",12
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",13
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",14
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",15
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",16
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",17
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",18
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",19
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",20
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",21
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",22
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",23
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Geoquímica Orgânica","",24
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",25
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",26
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",27
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",28
"CIENCIAS_BIOLOGICAS","Genética","Genética Molecular e de Microorganismos","",29
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",30
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",31
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",32
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",33
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Físico-Química","Físico Química Orgânica",34
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",35
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",36
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",37
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",38
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",39
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",40
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",41
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",42
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",43
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Biocatálise",44
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",45
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",46
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",47
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",48
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Biotecnologia",50
"CIENCIAS_BIOLOGICAS","Genética","Genética Molecular e de Microorganismos","",51
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",54
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",55
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",56
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",57
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",58
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",59
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",60
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",61
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biocatálise","",62
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",64
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Geoquímica Orgânica","",65
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biocatálise","",66
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",67
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",68
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",69
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",70
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",71
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",73
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",74
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",76
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",78
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",79
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",80
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",81
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",82
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",83
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",84
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",85
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",86
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",87
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",88
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",89
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",90
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Síntese Orgânica",91
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Estrutura, Conformação e Estereoquímica",92
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",93
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Biotecnologia","",94
