NATUREZA,TITULO-DO-PROCESSO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-PROCESSO-INGLES,FLAG-POTENCIAL-INOVACAO,PROCESSOS-OU-TECNICAS_Id
"PROCESSUAL","US Provisional Application 61/240.811","2009","Estados Unidos","Inglês","NAO_INFORMADO","","NAO","","","NAO",0
