ARTIGO-PUBLICADO_Id,SEQUENCIA-PRODUCAO,ORDEM-IMPORTANCIA,ARTIGOS-PUBLICADOS_Id
0,"1","",0
1,"9","",0
2,"14","",0
3,"16","",0
4,"18","",0
5,"36","",0
6,"41","",0
7,"42","",0
8,"65","",0
9,"68","",0
10,"70","",0
11,"89","",0
12,"97","",0
13,"106","",0
14,"121","",0
15,"164","",0
16,"182","",0
17,"183","",0
18,"184","",0
19,"193","",0
20,"194","",0
21,"197","",0
22,"209","",0
23,"210","",0
24,"260","",0
25,"157","",0
