NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SEMINARIO_Id
"Seminário","Síntese Total da (+)-Crocacina C. Estudos Visando as Sínteses Totais da Crocacina D e das Espirofunginas A e B","2004","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","","NAO",0
"Seminário","Spirofungin B: A Reassignment of Kiyota?s Spiroketals/Fluorescence Based Assays for Detect Biocatalyst Activity in Whole Cells","2005","Brasil","","NAO_INFORMADO","http://www.ufsm.br/bmos/","NAO","Poster / Painel","Participante","","","NAO",1
"Seminário","Síntese Total da (+)-Crocacina D","2005","Brasil","","NAO_INFORMADO","http\\www.sbq.org.br","NAO","Apresentação Oral","Participante","","","NAO",2
