NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,OUTRAS-PARTICIPACOES-EM-EVENTOS-CONGRESSOS_Id
"Outra","Searching for Polyketide and Nonribosomal Polypeptide Machineries in Brazilian Streptomyces strains","2008","Croácia","","NAO_INFORMADO","","NAO","Outras Formas","Participante","","","NAO",0
"Outra","Exploring the modularity and versatility of PKS and NRPS to obtain new bioactive entities","2009","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","","NAO",1
"Outra","Isolamento e Avaliação da Produção de Antibióticos por linhagens de Streptomyces","2009","Brasil","","NAO_INFORMADO","","NAO","Poster / Painel","Participante","","","NAO",2
