NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",0
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Canto",1
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",2
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música Popular","",3
"LINGUISTICA_LETRAS_E_ARTES","Lingüística","Semiótica da Canção","",4
"LINGUISTICA_LETRAS_E_ARTES","Lingüística","Semiótica da Canção","",5
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",6
"LINGUISTICA_LETRAS_E_ARTES","Artes","Samba","",7
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",10
"LINGUISTICA_LETRAS_E_ARTES","Artes","Cultura Popular","",11
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",12
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canção Popular","",13
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canção Popular","",14
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",15
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",16
"LINGUISTICA_LETRAS_E_ARTES","Artes","canção brasileira","",17
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Canto",18
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canção Popular","",19
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",21
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",22
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",23
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",24
"LINGUISTICA_LETRAS_E_ARTES","Artes","","",25
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",26
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",30
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canção Popular","",31
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",32
"LINGUISTICA_LETRAS_E_ARTES","Artes","Educação Musical","",33
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",34
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",35
"LINGUISTICA_LETRAS_E_ARTES","Artes","canto poopular","",36
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto","",37
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",38
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",39
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",40
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",41
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",42
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",43
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",44
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canção Popular","",45
"LINGUISTICA_LETRAS_E_ARTES","Artes","","",46
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",47
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",48
"LINGUISTICA_LETRAS_E_ARTES","Artes","Literatura","",49
"LINGUISTICA_LETRAS_E_ARTES","Artes","canção brasileira","",53
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música Erudita","",54
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",55
"LINGUISTICA_LETRAS_E_ARTES","Artes","Teatro","",66
"LINGUISTICA_LETRAS_E_ARTES","Artes","Teatro","",67
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",68
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Canto",70
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canção Popular","",71
"CIENCIAS_HUMANAS","Antropologia","Politica","",72
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",75
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Canto",76
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Canto",77
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",78
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Canto",79
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",80
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",81
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",82
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canção Popular","",83
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",84
"LINGUISTICA_LETRAS_E_ARTES","Lingüística","Semiótica da Canção","",85
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",86
"LINGUISTICA_LETRAS_E_ARTES","Artes","ARTES DA CENA","",87
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",88
"LINGUISTICA_LETRAS_E_ARTES","Artes","Performance","",89
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto","",90
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",91
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",92
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",93
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",94
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",95
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",96
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",97
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Canto",98
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",99
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",100
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",101
"LINGUISTICA_LETRAS_E_ARTES","Lingüística","Canto Popular","",102
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",105
"LINGUISTICA_LETRAS_E_ARTES","Lingüística","Semiótica da Canção","",106
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canção Popular","",107
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canção Popular","",108
"LINGUISTICA_LETRAS_E_ARTES","Artes","Canção Popular","",109
"LINGUISTICA_LETRAS_E_ARTES","Artes","Composição","",110
"LINGUISTICA_LETRAS_E_ARTES","Artes","ARTES DA CENA","",111
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",112
"LINGUISTICA_LETRAS_E_ARTES","Artes","Educação Musical","",113
"LINGUISTICA_LETRAS_E_ARTES","Lingüística","Canto Popular","",114
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","MÚSICA POPULAR",115
"LINGUISTICA_LETRAS_E_ARTES","Lingüística","Canto Popular","",116
"LINGUISTICA_LETRAS_E_ARTES","Lingüística","Canto Popular","",117
"LINGUISTICA_LETRAS_E_ARTES","Lingüística","Semiótica da Canção","",118
