NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,BANCA-JULGADORA-PARA-CONCURSO-PUBLICO_Id
"Concurso público","Concurso para professor de Canto Popular","2009","Brasil","Português","","","",0
"Concurso público","Concurso para admissão de professor de canto popular","2008","Brasil","Português","","","",1
"Concurso público","Concurso para provimento do cargo de Professor Auxiliar","2010","Brasil","Português","","","Concurso para provimento do cargo de Professor Auxiliar",2
"Concurso público","Processo Seletivo para Professor Associado MAII D - Depto de Artes Cênicas","2011","Brasil","Português","","","",3
"Concurso público","Processo Seletivo Emergencial para Professor Doutor","2013","Brasil","Português","","","",4
"Concurso público","Banca Examinadora para o Vestibular Prova Específica Música","2013","Brasil","Português","","","",5
"Concurso público","Banca Examinadora Para o Concurso Vestibular Aptidão em Música","2014","Brasil","Português","","","",6
"Concurso público","Banca Examinadora para Ingresso na Pós-graduação em Música","2014","Brasil","Português","","","",7
"Concurso público","Banca Examinadora para o Concurso Vestibular - Prova de Aptidão","2015","Brasil","Português","","","",8
