NATUREZA,TITULO,ANO,PAIS,MEIO-DE-DIVULGACAO,IDIOMA,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,NATUREZA-INGLES,FLAG-DIVULGACAO-CIENTIFICA,OUTRA-PRODUCAO-TECNICA_Id
"CD","Sobre a paixão","2000","Brasil","VARIOS","Português","","NAO","","","","NAO",0
"CD","Pulsar","2005","Brasil","VARIOS","Português","","NAO","","","","NAO",1
"CD","agora o céu vai ficando claro","2010","Brasil","VARIOS","Português","","NAO","","agora o céu vai ficando claro","","NAO",2
"CD","Os Lusíadas","2003","Brasil","MEIO_MAGNETICO","Português","","NAO","","Os Lusíadas","","NAO",3
"CD","De cara pro sol","2008","Brasil","MEIO_MAGNETICO","Português","","NAO","","De cara pro sol","","NAO",4
"CD","La nave va - A volta ao mundo em 19 melodias","1995","Brasil","MEIO_MAGNETICO","Português","","NAO","","La nave va - A volta ao mundo em 19 melodias","","NAO",5
"CD","Saraivada","2007","Brasil","VARIOS","Português","","NAO","","Saraivada","","NAO",6
"CD","Multiplicar-se única - canções de Tom Zé","2015","Brasil","MEIO_DIGITAL","Português","","NAO","","","","NAO",7
"CD","London Poem Leandro Carvalho e The Britton String Quintet","2004","Brasil","MEIO_MAGNETICO","Português","","NAO","","London Poem Leandro Carvalho e The Britton String Quintet","","NAO",8
