SEQUENCIA-AREA-DE-ATUACAO,NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DE-ATUACAO_Id
"1","LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Canto",0
"2","LINGUISTICA_LETRAS_E_ARTES","Artes","Canto Popular","",0
"3","LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",0
"4","LINGUISTICA_LETRAS_E_ARTES","Lingüística","Semiótica da Canção","",0
"5","LINGUISTICA_LETRAS_E_ARTES","Artes","Produção Musical","",0
