NATUREZA,TITULO-DO-TEXTO,ANO-DO-TEXTO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TEXTO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TEXTO-EM-JORNAL-OU-REVISTA_Id
"JORNAL_DE_NOTICIAS","O prazer está na conexão com o mundo","2000","Brasil","Português","IMPRESSO","","NAO","","O prazer está na conexão com o mundo","NAO",0
