PARTICIPACAO-EM-BANCA-DE-EXAME-QUALIFICACAO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"135",0
1,"136",0
2,"137",0
3,"138",0
4,"144",0
5,"155",0
6,"156",0
7,"164",0
8,"171",0
9,"172",0
10,"173",0
11,"181",0
12,"192",0
13,"193",0
14,"194",0
15,"195",0
16,"196",0
17,"200",0
18,"201",0
19,"175",0
