TIPO,NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,ORGANIZACAO-DE-EVENTO_Id
"FESTIVAL","ORGANIZACAO","Quintas Sonoras","2010","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",0
"CONGRESSO","ORGANIZACAO","II Encontro de Estudos do Canto e da Canção Popular","2015","Brasil","Português","VARIOS","","NAO","","","NAO",1
"OUTRO","ORGANIZACAO","I Encontro de Estudos do Canto e da Canção Popular","2013","Brasil","Português","VARIOS","","SIM","","I Encontro de Estudos do Canto e da Canção Popular","NAO",2
