SEQUENCIA-FORMACAO,NIVEL,CARGA-HORARIA,CODIGO-INSTITUICAO,NOME-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,STATUS-DO-CURSO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,NOME-CURSO-INGLES,FORMACAO-COMPLEMENTAR_Id
"2","F","21","007100000000","Pontifícia Universidade Católica de São Paulo","","","90000003","Arqueologia Construção do Conhecimento Humano","CONCLUIDO","1999","1999","",0
"7","F","","000300000995","Secretaria de Estado da Cultura de São Paulo","","","90000008","Improvisação Vocal","CONCLUIDO","1982","1982","",0
"16","F","18","001400000995","Canto do Brasil Atividade e Ensino Musical","","","90000021","Tha Six Viewpoints","CONCLUIDO","2012","2012","",0
"14","F","10","001400000995","Canto do Brasil Atividade e Ensino Musical","","","90000019","Técnica de Alexander aplicada ao Canto","CONCLUIDO","2011","2011","",0
"13","F","9","001400000995","Canto do Brasil Atividade e Ensino Musical","","","90000018","O Homem Inteiro Canta - Escola do Desvendar da Voz","CONCLUIDO","2011","2011","",0
"18","F","21","002100000998","Vocal SP Grupo de Estudos","","","90000035","Somatic Voicework tm The Lovetri Method","CONCLUIDO","2017","2017","",0
"9","F","","704200000001","Manhattan School Of Music","","","90000010","Summer Jazz Workshop - Vocal","CONCLUIDO","1991","1991","",0
"10","F","15","000500000999","Teatro Hall","","","90000016","Composição de Canção com José Miguel Wisnik","CONCLUIDO","1994","1994","",0
