NATUREZA,TITULO,ANO,PAIS,IDIOMA,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,APRESENTACAO-DE-TRABALHO_Id
"OUTRA","I Semana da Canção de São Luiz do Paraitinga","2007","Brasil","Português","NAO","","","NAO",0
"CONFERENCIA","?A voz na canção popular brasileira: tradição e reinvenção do canto popular urbano?","2012","Brasil","Português","NAO","","","SIM",1
"CONFERENCIA","Da pequena África de Tia Ciata às grandes intérpretes do samba","2017","Brasil","Português","NAO","","","NAO",2
"CONFERENCIA","A voz na canção popular brasileira midiatizada: história e comportamento vocal","2013","Brasil","Português","NAO","","","NAO",3
