SEQUENCIA-ORIENTACAO,TITULO-ORIENTACAO,TIPO-ORIENTACAO,TITULO-ORIENTACAO-INGLES,ORIENTACOES_Id
"109","Análise da interpretação vocal no repertório de bossa nova dos alunos da Licenciatura em Música Popular orientação Canto","Dissertação de mestrado","",0
"134","Análise do contexto do ensino da técnica vocal para o canto popular: uma possível metodologia","Dissertação de mestrado","",0
"190","O cantor e o canto popular formalizado: um estudo de caso múltiplo sobre o ensino dos conservatórios e escolas técnicas","Tese de doutorado","",0
