CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"INTERNACIONAL","Vi Congresso de la Rama Latinoamericana de la Asociación Internacional para el Estúdio de la MÚsica Popular","Buenos Aires","2005","Anais do Vi Congresso da IASPM-AL","","","","","","","","","",0
"INTERNACIONAL","III Congresso Internacional da Associação Brasileira de Enomusicologia","São Paulo","2006","Anais do III Congresso Internacional da ABET","","","","","","","","","",1
"NACIONAL","XXIII Congresso da ANPPOM","Natal","2013","Anais do XXIII Congresso da ANPPOM","","","","","","1983-5973","","","",2
