NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,NATUREZA-INGLES,FLAG-DIVULGACAO-CIENTIFICA,DESENVOLVIMENTO-DE-MATERIAL-DIDATICO-OU-INSTRUCIONAL_Id
"Apostila","Módulo I - O canto do Brasil na Época de Ouro","2010","Brasil","Português","IMPRESSO","","NAO","","","","NAO",0
"Apostila","Módulo II - Renovação do Samba-canção e Bossa Nova","2010","Brasil","Português","IMPRESSO","","NAO","","","","NAO",1
"Apostila","Módulo III - Festivais, Jovem Guarda e Tropicália","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","","NAO",2
