ATUACAO-PROFISSIONAL_Id,CODIGO-INSTITUICAO,NOME-INSTITUICAO,SEQUENCIA-ATIVIDADE,SEQUENCIA-IMPORTANCIA,ATUACOES-PROFISSIONAIS_Id
0,"007900000004","Universidade Estadual de Campinas","1","2",0
1,"001200000991","Escola de Música Arte Livre","2","6",0
2,"001300000993","Espaço Musical Música Como Linguagem","3","7",0
3,"001400000995","Canto do Brasil Atividade e Ensino Musical","4","4",0
4,"000900000996","Instituto de Artes da Universidade Estadual de Campinas","5","3",0
5,"763900000000","Faculdades Santa Marcelina","6","5",0
6,"001600000999","Insituto de Artes da Universidade Estadual de Campinas","7","1",0
