NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id
"Doutorado","A voz de Milton Nascimento em presença","2015","Brasil","Português","","","",0
"Doutorado","Texto sonoro e partitura gráfica: aspectos intersemióticos e enunciativos","2017","Brasil","Português","","","",1
"Doutorado","Do pé de um anjo à voz dos violões: disco e teatro de revista na consagração de Francisco Alves (1920-1932)","2017","Brasil","Português","","","",2
