NATUREZA,TITULO,ANO,PAIS,IDIOMA,FLAG-RELEVANCIA,TITULO-INGLES,MEIO-DE-DIVULGACAO,HOME-PAGE,FLAG-DIVULGACAO-CIENTIFICA,ARTES-CENICAS_Id
"PERFORMATICA","Mulheres à mostra","2017","Brasil","Português","NAO","","VARIOS","","NAO",0
