NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,OUTRAS-PARTICIPACOES-EM-EVENTOS-CONGRESSOS_Id
"Outra","Debate sobre educação musical no Brasil","2007","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",0
"Outra","Comissão julgadora do 25o FUC","2012","Brasil","","NAO_INFORMADO","www.uepgcultura.com.br/fuc/","NAO","Avaliador","Convidado","","","NAO",1
"Outra","8o Premio Visa de Música Popular Brasileira - Edição Vocal","2005","Brasil","","NAO_INFORMADO","www.premiovisa.com.br","NAO","Outras Formas","Participante","","","NAO",2
"Outra","A voz na canção popular brasileira - comportamento vocal e semiótica da canção","2016","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","A voz na canção popular brasileira - comportamento vocal e semiótica da canção","NAO",3
"Outra","Show musical - agora o céu vai ficando claro","2011","Brasil","","NAO_INFORMADO","www.viradaculturalpaulista.sp.gov.br","NAO","Outras Formas","Participante","","","NAO",4
