NOME_INSTITUICAO,NATUREZA,PROJETO_NOME
Banco Nacional de Desenvolvimento Econômico e Social,AUXILIO_FINANCEIRO,Análise da Economia Internacional da Conjuntura Macroeconômica Nacional e Cenários de Curto Prazo da Economia Brasileira
Fundação de Amparo à Pesquisa do Estado de São Paulo,AUXILIO_FINANCEIRO,1) Derivativos Financeiros no Brasil da estabilização monetária à crise cambial; 2) Novos instrumentos e práticas na finança internacional
Banco Nacional de Desenvolvimento Econômico e Social,AUXILIO_FINANCEIRO,O Brasil na era da Globalização: condicionantes domésticos e internacionais ao desenvolvimento
Conselho Nacional de Desenvolvimento Científico e Tecnológico,AUXILIO_FINANCEIRO,Abertura Financeira e Regimes Cambiais nos Países Periféricos: lições para o Brasil
Conselho Nacional de Desenvolvimento Científico e Tecnológico,AUXILIO_FINANCEIRO,Perspectiva da indústria financeira e o papel dos bancos públicos
Fundação de Amparo à Pesquisa do Estado de São Paulo,AUXILIO_FINANCEIRO,"O Brasil e a periferia na era da globalização: inconversibilidade monetária, atraso produtivo, regimes de políticas econômicas e desenvolvimento"
Instituto de Pesquisa Econômica Aplicada - DF,AUXILIO_FINANCEIRO,Sistema Financeiro Internacional
Instituto de Pesquisa Econômica Aplicada - DF,AUXILIO_FINANCEIRO,Arquitetura Financeira Internacional
Instituto de Pesquisa Econômica Aplicada - DF,AUXILIO_FINANCEIRO,Inserção Internacional Brasileira: temas de economia internacional
