SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,FORMATO-CARGO-OU-FUNCAO,CARGO-OU-FUNCAO,NOME-UNIDADE,CARGO-OU-FUNCAO-INGLES,ATIVIDADES-DE-DIRECAO-E-ADMINISTRACAO_Id
"7","ANTERIOR","4","2001","05","2003","007942000002","Reitoria","007942002994","LIVRE","Representante na CCG na qualidade de Coordenadora do Curso de Graduação em Ciências Econômicas","Comissão Central de Graduação","",0
"13","ATUAL","04","2003","","","007942000002","Reitoria","","LIVRE","Coordenadora do Comitê Interno de premiação nos Congressos Internos de Iniciação Científica ? PIBIC/CNPq Área de Humanas - UNICAMP","","",0
"35","ATUAL","12","2011","","","007937000008","Instituto de Economia","007937001004","LIVRE","Chefe do Departamento de Teoria Econômica","Departamento de Teoria Econômica","",0
"37","ANTERIOR","03","1997","03","2001","007937000008","Instituto de Economia","","LIVRE","Coordenador associado do Curso de graduação em Ciências Econômicas","","",0
"38","ANTERIOR","06","1995","06","1997","007949000997","Núcleo de Métodos Quantitativos Aplicados","","LIVRE","Coordenadora do Núcleo De Métodos Quantitativos Aplicados","","",0
"39","ANTERIOR","08","1999","08","2000","007949000997","Núcleo de Métodos Quantitativos Aplicados","","LIVRE","Coordenadora do Núcleo de Métodos Quantitativos Aplicados","","",0
"6","ANTERIOR","4","2001","5","2003","007937000008","Instituto de Economia","007937001004","LIVRE","Coordenador do curso de graduação em Ciências Econômicas","Departamento de Teoria Econômica","",0
