NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,BANCA-JULGADORA-PARA-CONCURSO-PUBLICO_Id
"Concurso público","Membro Titular da Comissão Julgadora da Seleção Pública de Provas e Títulos de função docente na Área de Economia Matemática do Departamento de Teoria Economica do Instituto de Economia-UNICAMP","2002","Brasil","Português","","","",0
"Concurso público","Presidente da Comissão Julgadora da Seleção de Concurso para professores contratadospara o Instituto de Economia-UNICAMP","2002","Brasil","Português","","","",1
"Concurso público","Comissão Julgadora do Concurso Professor Doutor Área de Economia Matemática","2008","Brasil","Português","","","",2
"Concurso público","Comissão Julgadora do Processo Seletivo de Provas e Títulos para Professor Doutor - Área de Estatística Econômica e Econometria","2009","Brasil","Português","","","",3
"Concurso público","Comissão Julgadora do Concurso para Professor Doutor, na área de Teoria e Métodos Demográficos, disciplina DM-24 - Metodologia Quantitativa Aplicada à População, do Departamento de Demografia do Instituto de Filosofia e Ciências Humanas - IFCH/UNICAMP","2012","Brasil","Português","","","",4
"Concurso público","Membro da Comissão Julgadora da Seleção Pública de Provas e Títulos para provimento de uma função de Professor Doutor I, Nível MS-3.1 em RTP para a área de Estatística Econômica, Disciplina CE 432 do Departamento de Teoria Econômica.","2013","Brasil","Português","","","",5
