PARTICIPACAO-EM-BANCA-DE-MESTRADO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"52",0
1,"53",0
2,"54",0
3,"55",0
4,"56",0
5,"92",0
6,"132",0
7,"142",0
8,"169",0
9,"191",0
10,"239",0
11,"240",0
12,"376",0
13,"386",0
14,"387",0
15,"427",0
16,"428",0
17,"429",0
18,"51",0
