TIPO,NATUREZA,TITULO,ANO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,PREFACIO-POSFACIO_Id
"APRESENTACAO","OUTRA","O Trabalho das Mulheres Residentes Rurais do Estado de São Paulo","2001","Brasil","Português","MEIO_DIGITAL","http://www.seade.gov.br/produtos/mulher/boletins/boletim_06/boletim_MuTrab6.pdf","NAO","","",0
