NATUREZA,TIPO,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-MESTRADO_Id
"Dissertação de mestrado","ACADEMICO","A inserção ocupacional precarizada na juventude como determinante das trajetórias ocupacionais precarizadas","2017","Brasil","Português","","","",0
"Dissertação de mestrado","NAO_INFORMADO","TO WHAT EXTENT IS SELF EMPLOYMENT AN ANSWER TO SOCIAL DEVELOPMENT IN KENYA","2017","Brasil","Português","","","",1
"Dissertação de mestrado","ACADEMICO","A inserção dos jovens no mercado de trabalho","2011","Brasil","Português","","","",2
