TIPO-DE-ORIENTACAO,NOME-DO-ORIENTADO,CODIGO-INSTITUICAO,NOME-DA-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-DO-CURSO,FLAG-BOLSA,CODIGO-AGENCIA-FINANCIADORA,NOME-DA-AGENCIA,NUMERO-DE-PAGINAS,NUMERO-ID-ORIENTADO,NOME-DO-CURSO-INGLES,ORIENTACOES-CONCLUIDAS-PARA-DOUTORADO_Id
"CO_ORIENTADOR","Cyntia de Andrade Machado","930243000005","Universität Kassel","","","90000033","doutorado","SIM","003300000990","Kassel University","","","",0
"ORIENTADOR_PRINCIPAL","Angela Welters","000800000994","Instituto de Economia da UNICAMP","","","90000019","Desenvolvimento Econômico","NAO","","","","","",1
