NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-DOUTORADO_Id
"Tese de doutorado","Participação e rendimento feminino no grupo ocupacional profissionais das ciências e das artes","2017","Brasil","Português","","","",0
"Tese de doutorado","Os avanços e as permanências das mulheres no mundo do trabalho entre 2004 e 2013","2017","Brasil","Português","","","",1
"Tese de doutorado","Fatores determinantes dos acidentes do trabalho: uma avaliação do fator acidentário de prevenção","2017","Brasil","Português","","","",2
