SEQUENCIA-FORMACAO,NIVEL,CARGA-HORARIA,CODIGO-INSTITUICAO,NOME-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,STATUS-DO-CURSO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,NOME-CURSO-INGLES,FORMACAO-COMPLEMENTAR_Id
"7","F","32","001200000991","Instituto de Economia - UNICAMP","","","90000026","PNAD no SPSS","CONCLUIDO","2007","2007","",0
"5","F","","000200000993","Universidade Libre de Bruxelas","","","90000010","Seminário Metodos Estatísticos Multivariados","CONCLUIDO","1997","1997","",0
"8","F","","001400000995","Faculdade de Saúde Pública - USP","","","90000027","Modelos de Multinível-Introdução teórica e prática","CONCLUIDO","2008","2008","",0
"6","F","","103800000006","Universidad de Concepción","","","90000024","Capacitação docente em métodos estatísticos","CONCLUIDO","1997","1997","",0
