ARTIGO-PUBLICADO_Id,SEQUENCIA-PRODUCAO,ORDEM-IMPORTANCIA,ARTIGOS-PUBLICADOS_Id
0,"29","",0
1,"30","",0
2,"31","",0
3,"71","",0
4,"96","",0
5,"153","",0
6,"154","",0
7,"155","",0
8,"161","",0
9,"167","",0
10,"178","",0
11,"180","",0
12,"204","",0
13,"208","",0
14,"251","",0
15,"279","",0
16,"280","",0
17,"303","",0
18,"359","",0
19,"382","",0
20,"398","",0
21,"420","",0
22,"421","",0
23,"47","",0
