CODIGO-CURSO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,NIVEL-CURSO,INFORMACOES-ADICIONAIS-CURSOS_Id
"00001805","","","007937001004","Departamento de Teoria Econômica","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","ESPECIALIZACAO",0
"33020361","","","006700000002","Universidade de São Paulo","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"33070016","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_HUMANAS","Educação","","","MESTRADO_DOUTORADO",0
"33070202","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"33070393","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_HUMANAS","Sociologia","","","DOUTORADO",0
"33070504","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_HUMANAS","Filosofia","","","MESTRADO_DOUTORADO",0
"33070610","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Demografia","","","MESTRADO_DOUTORADO",0
"60008342","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"60008547","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"60018291","","","553800000008","Universidade Estadual do Oeste do Paraná","CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","","MESTRADO_DOUTORADO",0
"90000001","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_EXATAS_E_DA_TERRA","Probabilidade e Estatística","","","GRADUACAO",0
"90000002","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000003","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","DOUTORADO",0
"90000004","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"90000005","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000006","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","DOUTORADO",0
"90000007","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","EXTENSAO_UNIVERSITARIA",0
"90000008","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","ESPECIALIZACAO",0
"90000009","","","000100000991","Escola Superior de Agricultura Luiz de Queiroz Usp","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","DOUTORADO",0
"90000010","","","000200000993","Universidade Libre de Bruxelas","CIENCIAS_SOCIAIS_APLICADAS","Economia","Métodos Quantitativos em Economia","Estatística Sócio-Econômica","CURSO_DE_CURTA_DURACAO",0
"90000011","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","APERFEICOAMENTO",0
