TIPO,NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,ORGANIZACAO-DE-EVENTO_Id
"CONGRESSO","ORGANIZACAO","Brasil y Mexico: dos experiencias de inserción en la globalización y sus repercusiones para el mercado de trabajo","2012","Austria","Espanhol","MEIO_DIGITAL","","NAO","","","NAO",0
"CONGRESSO","ORGANIZACAO","VIII Global Labour University Conference: Sustainable growth, development and labour: progressive at local, national and global level.","2012","Brasil","Inglês","VARIOS","","NAO","","","NAO",1
