EDITORA,CIDADE-DA-EDITORA,NUMERO-DE-PAGINAS,ISSN-ISBN,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id
"IE/UNICAMP","Campinas - SP","24","01039466",0
"IE/UNICAMP","Campinas","19","01039466",1
"IE/UNICAMP","Campinas - SP","52","01039466",2
