PARTICIPACAO-EM-CONGRESSO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-EVENTOS-CONGRESSOS_Id
0,"375",0
1,"176",0
2,"256",0
3,"388",0
4,"354",0
5,"273",0
6,"158",0
7,"100",0
8,"373",0
9,"390",0
10,"399",0
11,"409",0
12,"266",0
13,"392",0
14,"207",0
15,"377",0
16,"423",0
17,"160",0
18,"340",0
19,"391",0
20,"145",0
21,"258",0
22,"348",0
23,"346",0
24,"349",0
25,"87",0
26,"389",0
27,"136",0
28,"159",0
29,"403",0
30,"379",0
31,"116",0
