NIVEL,NOME_INSTITUICAO,ANO_DE_OBTENCAO_DO_TITULO,TITULO_DO_TRABALHO
6,Universidade Estadual de Campinas,2008,Contribuições para Estudo de Transitórios Eletromagnéticos
