NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
PATRICIA MESTAS VALERO,"VALERO, P. M.",NAO,Projeto de Pesquisa Individual FAPESP Proc. 07/01659-5 Estudos de Transitórios Eletromagnéticos e Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,CNPq - Edital Universal Universal 2007 ? Proc. No. 470926/2007-4 Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Bra
Carlos Medeiros Portela,"PORTELA, Carlos Medeiros",NAO,CNPq - Edital Universal Universal 2007 ? Proc. No. 470926/2007-4 Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Bra
Marcos de Araujo Paz,"PAZ, Marcos de Araujo",NAO,CNPq - Edital Universal Universal 2007 ? Proc. No. 470926/2007-4 Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Bra
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,CNPq - Edital Universal Universal 2007 ? Proc. No. 470926/2007-4 Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Bra
Milton Elvis Zevallos Alcahuaman,"ALCAHUAMAN, Milton Elvis Zevallos",NAO,CNPq - Edital Universal Universal 2007 ? Proc. No. 470926/2007-4 Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Bra
PATRICIA MESTAS VALERO,"VALERO, P. M.",NAO,CNPq - Edital Universal Universal 2007 ? Proc. No. 470926/2007-4 Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Bra
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Projeto de Pesquisa Individual FAPESP proc. 07/08482-3 Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,Projeto de Pesquisa Individual FAPESP proc. 07/08482-3 Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
ELSON COSTA GOMES,"Gomes, E.",NAO,Projeto de Pesquisa Individual FAPESP proc. 07/08482-3 Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
"Mestas, Patricia","Mestas, Patricia",NAO,Projeto de Pesquisa Individual FAPESP proc. 07/08482-3 Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,"Produtividade em pesquisa CNPq - Proc no. 302562/2007-9 Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos, Religamento Monopolar e Expansão do Sistema Elétrico"
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Produtividade em pesquisa CNPq - Proc no. 304035/2010-6 Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,"Contribuição para a Área de Sistema de Potência com enfoque em Transitórios Eletromagnéticos, Religamento de Linhas de Transmissão, Modelagem de Arco Secundário e Estudo de Alternativas para Transmissão a Muito Longa Distância"
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Projeto Universal 2004 proc. 480767/2004-1 - Desenvolvimento de Modelos Para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar
José Pissolato Filho,"PISSOLATO FILHO, José",NAO,Projeto Universal 2004 proc. 480767/2004-1 - Desenvolvimento de Modelos Para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar
Michel Gonçalves Pinheiro,"PINHEIRO, Michel Gonçalves",NAO,Projeto Universal 2004 proc. 480767/2004-1 - Desenvolvimento de Modelos Para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar
Carlos Medeiros Portela,"PORTELA, Carlos Medeiros",NAO,Projeto Universal 2004 proc. 480767/2004-1 - Desenvolvimento de Modelos Para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar
Marcos de Araujo Paz,"PAZ, Marcos de Araujo",NAO,Projeto Universal 2004 proc. 480767/2004-1 - Desenvolvimento de Modelos Para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar
Milton Elvis Zevallos Alcahuaman,"ALCAHUAMAN, Milton Elvis Zevallos",NAO,Projeto Universal 2004 proc. 480767/2004-1 - Desenvolvimento de Modelos Para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar
Allan Alves Montanari,"MONTANARI, Allan Alves",NAO,Projeto Universal 2004 proc. 480767/2004-1 - Desenvolvimento de Modelos Para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar
Patrícia Mestas Valero,"VALERO, Patrícia Mestas",NAO,Projeto Universal 2004 proc. 480767/2004-1 - Desenvolvimento de Modelos Para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar
Evandro José Theodoro,"THEODORO, Evandro José",NAO,Projeto Universal 2004 proc. 480767/2004-1 - Desenvolvimento de Modelos Para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar
Alexander Vladimir Elguera,"ELGUERA, Alexander Vladimir",NAO,Projeto Universal 2004 proc. 480767/2004-1 - Desenvolvimento de Modelos Para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Jovem Pesquisador FAPESP . 1998/14826-6 - Desenvolvimento de Modelos em Programa de Transitórios Eletromagnéticos
José Pissolato Filho,"PISSOLATO FILHO, José",NAO,Jovem Pesquisador FAPESP . 1998/14826-6 - Desenvolvimento de Modelos em Programa de Transitórios Eletromagnéticos
Afonso José do Prado,"PRADO, Afonso José Do",NAO,Jovem Pesquisador FAPESP . 1998/14826-6 - Desenvolvimento de Modelos em Programa de Transitórios Eletromagnéticos
Sergio Kurokawa,"KUROKAWA, Sergio",NAO,Jovem Pesquisador FAPESP . 1998/14826-6 - Desenvolvimento de Modelos em Programa de Transitórios Eletromagnéticos
Carlos Medeiros Portela,"PORTELA, Carlos Medeiros",NAO,Jovem Pesquisador FAPESP . 1998/14826-6 - Desenvolvimento de Modelos em Programa de Transitórios Eletromagnéticos
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Projeto Integrado CNPq no 520061/99-3 - Estudos de Modelagem de Linha de Transmissão
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
José Pissolato Filho,"PISSOLATO FILHO, José",NAO,Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Afonso José do Prado,"PRADO, Afonso José Do",NAO,Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Sergio Kurokawa,"KUROKAWA, Sergio",NAO,Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Michel Gonçalves Pinheiro,"PINHEIRO, Michel Gonçalves",NAO,Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Carlos Medeiros Portela,"PORTELA, Carlos Medeiros",NAO,Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Marcos de Araujo Paz,"PAZ, Marcos de Araujo",NAO,Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Paulo Araujo Prado,"PRADO, P. A.",NAO,Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Clayton Rodrigues Cintra,"CINTRA, Clayton Rodrigues",NAO,Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Leandro Lima,"LIMA, Leandro",NAO,Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas
Maria Cristina Dias Tavares,"TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares",SIM,Edital Universal 2001 no 479486/01-8 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
José Pissolato Filho,"PISSOLATO FILHO, José",NAO,Edital Universal 2001 no 479486/01-8 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Afonso José do Prado,"PRADO, Afonso José Do",NAO,Edital Universal 2001 no 479486/01-8 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Sergio Kurokawa,"KUROKAWA, Sergio",NAO,Edital Universal 2001 no 479486/01-8 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Michel Gonçalves Pinheiro,"PINHEIRO, Michel Gonçalves",NAO,Edital Universal 2001 no 479486/01-8 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Carlos Medeiros Portela,"PORTELA, Carlos Medeiros",NAO,Edital Universal 2001 no 479486/01-8 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Paulo Araujo Prado,"PRADO, P. A.",NAO,Edital Universal 2001 no 479486/01-8 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Clayton Rodrigues Cintra,"CINTRA, Clayton Rodrigues",NAO,Edital Universal 2001 no 479486/01-8 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
João Bosco Gertrudes,"GERTRUDES, João Bosco",NAO,Edital Universal 2001 no 479486/01-8 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
Leandro Lima,"LIMA, Leandro",NAO,Edital Universal 2001 no 479486/01-8 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS
