EDITORA,CIDADE-DA-EDITORA,NUMERO-DE-PAGINAS,ISSN-ISBN,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id
"","","20","",0
"","","23","",1
"Instituto de Computação - Unicamp","Campinas, SP, Brasil","24","IC08015",2
