NATUREZA,TITULO,ANO,PAIS,IDIOMA,PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id
Doutorado,Técnicas e Arquitetura para Captura de Traços e Execução Especulativa`,2011,Brasil,Português,0
Doutorado,Recuperação de Vídeos Comprimidos por Conteúdo,2011,Brasil,Português,1
Doutorado,Increasing Energy Efficiency of Processor Caches via Line Usage Predictors,2014,Brasil,Inglês,2
Doutorado,GreenMACC - Uma arquitetura para metaescalonamento verde com provisão de QoS em uma nuvem privada,2014,Brasil,Português,3
Doutorado,LALP+: um framework para o desenvolvimento de aceleradores de hardware em FPGAs,2015,Brasil,Português,4
Doutorado,Método CRS Interativo com Controle Semiautomático de Aberturas,2016,Brasil,Português,5
Doutorado,Um ambiente de execução para offloading de código em plataformas heterogêneas modernas,2016,Brasil,Português,6
Doutorado,"OpenISA, a hybrid ISA",2016,Brasil,Inglês,7
