SEQUENCIA-FORMACAO,NIVEL,TITULO-DO-TRABALHO-DE-CONCLUSAO-DE-CURSO,NOME-DO-ORIENTADOR,NOME-INSTITUICAO,NOME-ORGAO,NOME-CURSO,STATUS-DO-CURSO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,FLAG-BOLSA,NOME-AGENCIA,FORMACAO-ACADEMICA-TITULACAO_Id
1,1,Um Sistema de Modelagem de Sólidos,Paulo Aristarco Pagliosa,Universidade Federal de Mato Grosso do Sul,,Ciência da Computação,CONCLUIDO,1997,2000,NAO,,0
