SEQUENCIA-HISTORICO,TIPO-DE-VINCULO,ENQUADRAMENTO-FUNCIONAL,CARGA-HORARIA-SEMANAL,FLAG-DEDICACAO-EXCLUSIVA,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,OUTRAS-INFORMACOES,FLAG-VINCULO-EMPREGATICIO,OUTRO-VINCULO-INFORMADO,OUTRO-ENQUADRAMENTO-FUNCIONAL-INFORMADO,OUTRO-ENQUADRAMENTO-FUNCIONAL-INFORMADO-INGLES,OUTRAS-INFORMACOES-INGLES,ATUACAO-PROFISSIONAL_Id
"1","LIVRE","LIVRE","40","SIM","05","2005","11","2005","Pesquisei e implementei algoritmos para compressão de microcódigo que permitiram comprimir em 50% do tamanho o microcódigo de um microprocessador de produção. Neste mesmo estágio eu também pesquisei e desenvolvi uma técnica para detectar erros de fluxo de controle causados por "soft-errors" e a implementei em uma ferramenta de tradução dinâmica de binários (StarDBT) que permite a aplicação da técnica de forma transparente a binários existentes. Os resultados desta pesquisa foram publicados em artigos científicos e a técnica foi patenteada no escritório de patentes dos EUA (veja Processos ou Técnicas).","SIM","Estagiário","Research Scientist","","",0
"2","LIVRE","LIVRE","40","SIM","10","2007","11","2010","Durante este período no Intel Labs, pesquisei e desenvolvi técnicas de tradução, paralelização e otimização dinâmica de binários e suporte em hardware para melhorar o desempenho de aplicações "single-threaded" em processadores com o projeto integrado de hardware e software. 
Neste mesmo período adaptei os algoritmos de compressão de microcódigo desenvolvidos no meu doutorado ao fluxo de desenvolvimento de microprocessadores da Intel. Como resultado desses trabalhos, publicamos diversos artigos científicos (Veja produção bibliográfica) e depositamos 6 pedidos de patentes no escritório de patentes dos EUA (Veja processos ou técnicas). A qualidade do trabalho foi reconhecida pela Intel com 4 prêmios da Intel (Veja Prêmios e Títulos) e fui um dos poucos cientistas avaliado como "Outstanding" no grupo de pesquisa de microprocessadores da Intel.","NAO","Empregado","Research Scientist","","",0
"3","LIVRE","LIVRE","40","SIM","4","2007","9","2007","Como cientista pesquisador na Intel Brasil, pesquisei e desenvolvi técnicas para avaliar o impacto de otimizações dinâmicas no StarDBT, um tradutor dinâmico de binários desenvolvido no Intel Labs. As técnicas desenvolvidas nos permitiu realizar uma análise metódica da ferramenta StarDBT, qualificando e quantificando a sobrecarga de desempenho causada por cada etapa do processo de tradução dinâmica de binários. Os resultados nos rendeu o prêmio de melhor artigo do 1o Workshop on Architectural and Microarchitectural Support for Binary Translation (AMAS-BT).","NAO","Empregado","Cientista Pesquisador","","",0
"1","LIVRE","LIVRE","8","NAO","8","2001","12","2001","Programa de Estágio Docente na Atividade Supervisionada de Apoio a Docência no Instituto de Computação da Unicamp.","SIM","Estágio Docente","Estagiário","","",1
"2","LIVRE","LIVRE","40","SIM","12","2010","","","","NAO","","Professor Dr.","","",1
"1","LIVRE","LIVRE","20","NAO","2","2000","12","2000","Desenvolvi e implementei módulos gráficos para um software de topografia. Implementei bibliotecas matemáticas para manipular objetos geométricos como curvas de Bézier.","SIM","Estagiário","Engenheiro de Software","","",2
"1","LIVRE","LIVRE","","NAO","1","2012","","","Revisão de projetos nas linhas regulares e bolsa de doutorado.","SIM","Revisor de projeto de fomento","","","",3
