NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-CONGRESSO_Id
"Congresso","COISA: A Compact OpenISA virtual platform for IoT devices","2015","Brasil","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","COISA: A Compact OpenISA virtual platform for IoT devices","NAO",0
"Congresso","","2005","Estados Unidos","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",1
"Congresso","","2004","Suécia","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",2
"Congresso","Software-Based Transparent and Comprehensive Control-Flow Error Detection","2006","Estados Unidos","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",3
"Congresso","","2015","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",4
