NOME-DO-EVENTO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,LOCAL-DO-EVENTO,CIDADE-DO-EVENTO,NOME-DO-EVENTO-INGLES,PARTICIPACAO-EM-CONGRESSO_Id
"XVI Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD 2015)","","","","Florianópolis","",0
"Parallel Architectures and Compilation Techniques","","","","Saint Louis - MO","",1
"Internetional Conference on Hardware/Sofware Codesign and System Synthesis","","","","Estocolmo","",2
"The 4th Annual International Symposium on Code Generation and Optimization (CGO 2006)","","","","New York","",3
"27th International Symposium on Computer Architecture and High Performance Computing (SBAC-PAD 2015)","","","","Florianópolis","",4
