CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"INTERNACIONAL","Seventh Annual Workshop on the Interaction amongst Virtualization, Operating Systems and Computer Architecture","Tel-Aviv","2013","Seventh Annual Workshop on the Interaction amongst Virtualization, Operating Systems and Computer Architecture","","","","","","","","","",27
"REGIONAL","IV Escola Regional de Alto Desempenho de São Paulo","São Carlos","2013","Anais da IV Escola Regional de Alto Desempenho de São Paulo","","","","","","","","","",28
"REGIONAL","IV Escola Regional de Alto Desempenho de São Paulo","São Carlos","2013","Anais da IV Escola Regional de Alto Desempenho de São Paulo","","","","","","","","","",29
"REGIONAL","IV Escola Regional de Alto Desempenho de São Paulo","São Carlos","2013","Anais da IV Escola Regional de Alto Desempenho de São Paulo","","","","","","","","","",30
"REGIONAL","IV Escola Regional de Alto Desempenho de São Paulo","São Carlos","2013","Anais da IV Escola Regional de Alto Desempenho de São Paulo","","","","","","","","","",31
"INTERNACIONAL","International Symposium on Computer Architecture and High Performance Computing","Porto de Galinhas","2013","Proceedings of the 25th International Symposium on Computer Architecture and High Performance Computing","","","","","","","","","",32
"INTERNACIONAL","23rd International Conference on Compiler Construction (CC'14)","Grenoble","2014","Proceedings of the 23rd International Conference on Compiler Construction","","","","","","","","","",33
"INTERNACIONAL","9th ACM SIGPLAN Workshop on Transactional Computing (TRANSACT'14)","Salt Lake City","2014","Proceedings of the 9th ACM SIGPLAN Workshop on Transactional Computing","","","","","","","","","",34
"INTERNACIONAL","23rd International Conference on Parallel Architectures and Compilation Techniques (PACT'14)","Alberta","2014","Proceedings of the 23rd International Conference on Parallel Architectures and Compilation Techniques","","","","","","","","","",35
"INTERNACIONAL","26th International Symposium on Computer Architecture and High Performance Computing","Paris","2014","Proceedings of 26th International Symposium on Computer Architecture and High Performance Computing","","","","","","","","","",36
"INTERNACIONAL","20th ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming (PPoPP)","San Francisco","2015","Proceedings of the 20th ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming","","","","","","","","","",37
"INTERNACIONAL","8th Workshop on Architectural and Microarchitectural Support for Binary Translation","San Francisco","2015","Proceedings of the 8th Workshop on Architectural and Microarchitectural Support for Binary Translation","","","","","","","","","",38
"INTERNACIONAL","17th Annual WIT Meeting","Hamburg","2014","WIT report 2013","","","","","","","","","",39
"INTERNACIONAL","ACM International Conference on Multimedia Retrieval (ICMR)","Shanghai","2015","Proceedings of ACM International Conference on Multimedia Retrieval, 2015","","","","","","","","","",40
"INTERNACIONAL","14th International Congress of the Brazilian Geophysical Society &amp; EXPOGEF, Rio de Janeiro, Brazil, 36 August 2015","Rio de Janeiro","","14th International Congress of the Brazilian Geophysical Society &amp; EXPOGEF, Rio de Janeiro, Brazil, 3-6 August 2015","","","","367","372","","Brazilian Geophysical Society","","",41
"NACIONAL","XVI Simpósio em Sistemas Computacionais de Alto Desempenho","Florianópolis, SC","2015","Anais do XVI Simpósio em Sistemas Computacionais de Alto Desempenho","","","","","","","","","",42
"NACIONAL","XVI Simpósio em Sistemas Computacionais de Alto Desempenho","Florianópolis, SC","2015","Anais do XVI Simpósio em Sistemas Computacionais de Alto Desempenho","","","","","","","","","",43
"INTERNACIONAL","42nd Annual International Symposium on Computer Architecture","Portland, OR","2015","Proceedings of the 42nd Annual International Symposium on Computer Architecture","","","","","","","","","",44
"INTERNACIONAL","5th Workshop on Parallel Programming Models","Los Angeles","2016","Proceedings of the 5th Workshop on Parallel Programming Models","","","","","","","","","",45
"INTERNACIONAL","18th IEEE International Conference on High Performance Computing and Communications","Sydney","2016","Proceedings of the 18th IEEE International Conference on High Performance Computing and Communications","","","","","","","","","",46
"INTERNACIONAL","7th Workshop on Applications for Multi-Core Architectures","Los Angeles","2016","Proceedings of the 7th Workshop on Applications for Multi-Core Architectures","","","","","","","","","",47
"INTERNACIONAL","2016 XI Workshop de Teses, Dissertações e Trabalhos de Iniciação Científica - IC","Campinas, SP, BRASIL","2016","2016 XI Workshop de Teses, Dissertações e Trabalhos de Iniciação Científica - IC","","","","611","621","","","","",48
"INTERNACIONAL","Compiler, Architecture and Tools Conference","Haifa","2013","Compiler, Architecture and Tools Conference","1","","","1","4","","","","",49
"NACIONAL","WSCAD 2014 - XV Simpósio em Sistemas Computacionais de Alto Desempenho","São José dos Campos","2014","XV Simpósio em Sistemas Computacionais de Alto Desempenho","","","","266","271","","","","",50
"INTERNACIONAL","the Computing Frontiers Conference","Siena","2017","Proceedings of the Computing Frontiers Conference on ZZZ - CF&apos;17","","","","221","","9781450344876","","","",51
"INTERNACIONAL","15th International Congress of the Brazilian Geophysical Society","Rio de Janeiro","2017","Proceedings of the 15th International Congress of the Brazilian Geophysical Society","","","","","","","","","",52
"REGIONAL","8a Escola Regional de Alto Desempenho de São Paulo (ERAD-SP)","São Carlos","2017","Anais da 8a Escola Regional de Alto Desempenho de São Paulo (ERAD-SP)","","","","","","","","","",53
"INTERNACIONAL","18th Brazilian Symposium on Programming Languages (SBLP'14)","Maceió","2014","Proceedings of the 18th Brazilian Symposium on Programming Languages","","","","","","","","","",54
