NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,ORIENTACAO-EM-ANDAMENTO-DE-INICIACAO-CIENTIFICA_Id
Iniciação Científica,"Evaluating the Performance and Cost of Accelerating Seismic Processing with CUDA, OpenCL, OpenACC, and OpenMP",2017,Brasil,Inglês,0
