NATUREZA,TITULO,ANO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,NATUREZA-INGLES,FLAG-DIVULGACAO-CIENTIFICA,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id
"Relatório Técnico","Um estudo do desempenho da multiplicação de matrizes em arquiteturas modernas","2013","Brasil","Português","MEIO_DIGITAL","","NAO","","","","NAO",0
"Relatório Técnico","A LLVM Just-in-Time Compilation Cost Analysis","2013","Brasil","Inglês","MEIO_DIGITAL","","NAO","","","","NAO",1
"Relatório Técnico","Dynamic Optimization Effects on DBT","2008","Brasil","Inglês","MEIO_DIGITAL","http://www.ic.unicamp.br/~reltech/2008/abstracts.html","NAO","","","","NAO",2
