PESQUISA-E-DESENVOLVIMENTO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADES-DE-PESQUISA-E-DESENVOLVIMENTO_Id
0,"2","ANTERIOR","5","2005","09","2010","000102000999","Programming Systems Lab/Microprocessor and Programming Research/Intel Labs","","",0
1,"4","ATUAL","12","2010","","","007901000997","Instituto de Computação","","",1
