NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,NATUREZA-INGLES,FLAG-DIVULGACAO-CIENTIFICA,DESENVOLVIMENTO-DE-MATERIAL-DIDATICO-OU-INSTRUCIONAL_Id
"Apostila","Programando o Computador IAS","2013","Brasil","Português","MEIO_DIGITAL","http://www.ic.unicamp.br/~edson/disciplinas/mc404/material/index.html","NAO","","","","NAO",0
