SEQUENCIA-PRODUCAO-CT,TITULO-DA-PRODUCAO-CT,TIPO-PRODUCAO-CT,TITULO-DA-PRODUCAO-CT-INGLES,PRODUCOES-CT-DO-PROJETO_Id
"60","Efficient Computation of Image Re-Ranking using GPUs","Trabalho publicado em anais de eventos","Efficient Computation of Image Re-Ranking using GPUs",0
"61","Efficient Image Re-Ranking Computation on GPUs","Trabalho publicado em anais de eventos(Completo)","Efficient Image Re-Ranking Computation on GPUs",0
