TIPO-PATENTE,CODIGO-DO-REGISTRO-OU-PATENTE,TITULO-PATENTE,DATA-PEDIDO-DE-DEPOSITO,DATA-DE-PEDIDO-DE-EXAME,DATA-DE-CONCESSAO,INSTITUICAO-DEPOSITO-REGISTRO,NUMERO-DEPOSITO-PCT,FORMATO-DATA-DEPOSITO-PCT,DATA-DEPOSITO-PCT,NOME-DO-TITULAR,NOME-DO-DEPOSITANTE,DETALHAMENTO-DA-PATENTE_Id
"PRIVILEGIO_DE_INOVACAO_PI","US8549504 B2","Apparatus, Method, And System for Providing a Decision Mechanism for Conditional Commits in an Atomic Region","25092010","","01102013","United States Patent and Trademark Office","","DDMMAAAA","","","",0
"PATENTE_NO_EXTERIOR_PE","US 7,506,217 B2","Apparatus and method for software-based control flow checking for soft error detection to improve microprocessor reliability","30122005","26072007","17032009","","","DDMMAAAA","","","",1
"PRIVILEGIO_DE_INOVACAO_PI","12/242,371","Compact Trace Trees For Dynamic Binary Parallelization","30092008","","","United States Patent and Trademark Office","","DDMMAAAA","","","",2
"PATENTE_NO_EXTERIOR_PE","12/644,151","Methods and Apparatus to Manage Partial-Commit Checkpoints with Fixup Support","22122009","","","","","DDMMAAAA","","","",3
"PATENTE_NO_EXTERIOR_PE","12/824,187","Accelerating Execution of Compressed Code","27062010","","","","","DDMMAAAA","","","",4
"PRIVILEGIO_DE_INOVACAO_PI","20120233477","Dynamic Core Selection for Heterogeneous Multi-Core Systems","11032011","","","United States Patent and Trademark Office","","DDMMAAAA","","","",5
"PRIVILEGIO_DE_INOVACAO_PI","BR10201500583","Método e sistema para emulação de instruções e execução de código legado","12032015","","","INPI - Instituto Nacional da Propriedade Industrial","","DDMMAAAA","","","Bruno Cardoso Lopes;Universidade Estadual de Campinas",6
"PRIVILEGIO_DE_INOVACAO_PI","12/890,638","Dynamic Optimization for Conditional Commit","25092010","","","United States Patent and Trademark Office","","DDMMAAAA","","","",7
