APRESENTACAO-DE-TRABALHO_Id,SEQUENCIA-PRODUCAO,DEMAIS-TIPOS-DE-PRODUCAO-TECNICA_Id
0,"19",0
1,"62",0
2,"136",0
3,"167",0
4,"244",0
5,"245",0
6,"246",0
7,"247",0
8,"248",0
9,"249",0
10,"252",0
11,"253",0
12,"254",0
13,"255",0
14,"256",0
15,"257",0
16,"258",0
17,"23",0
